
Treesize _GSDATA_ ALL DRIVE & NETWORK

Name	Containing Path	Size	Allocated	Last Modified	Last Accessed	Type	Owner
2016-0807-023644-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1,130.0 KB	1,132.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-024000-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	7.6 KB	8.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-024743-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	4,761.1 KB	4,764.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-025329-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	619.5 KB	620.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-025531-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	4,511.5 KB	4,512.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-030836-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	63.9 KB	64.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-033542-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	6,258.1 KB	6,260.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-162655-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	2,775.3 KB	2,776.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-163937-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1,415.0 KB	1,416.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-170056-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	1,225.7 KB	1,228.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-170257-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	94.4 KB	96.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-171727-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	11.1 KB	12.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-171913-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1,169.7 KB	1,172.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0808-205623-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1,072.8 KB	1,076.0 KB	08/08/2016	08/08/2016	.log (Notepad++ Document)	Everyone
2016-0808-210651-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	3,049.1 KB	3,052.0 KB	08/08/2016	08/08/2016	.log (Notepad++ Document)	Everyone
2016-0808-225842-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	27.4 KB	28.0 KB	08/08/2016	08/08/2016	.log (Notepad++ Document)	Everyone
2016-0809-030015-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	2.2 KB	4.0 KB	09/08/2016	09/08/2016	.log (Notepad++ Document)	Everyone
2016-0809-050141-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.0 KB	4.0 KB	09/08/2016	09/08/2016	.log (Notepad++ Document)	Everyone
2016-0809-070320-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.7 KB	4.0 KB	09/08/2016	09/08/2016	.log (Notepad++ Document)	Everyone
2016-0809-093741-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	31.2 KB	32.0 KB	09/08/2016	09/08/2016	.log (Notepad++ Document)	Everyone
2016-0809-150818-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.7 KB	4.0 KB	09/08/2016	09/08/2016	.log (Notepad++ Document)	Everyone
2016-0809-221058-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	0.9 KB	4.0 KB	09/08/2016	09/08/2016	.log (Notepad++ Document)	Everyone
2016-0810-011409-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.7 KB	4.0 KB	10/08/2016	10/08/2016	.log (Notepad++ Document)	Everyone
2016-0810-091851-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.7 KB	4.0 KB	10/08/2016	10/08/2016	.log (Notepad++ Document)	Everyone
2016-0810-103958-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	0.8 KB	4.0 KB	10/08/2016	10/08/2016	.log (Notepad++ Document)	Everyone
2016-0810-192606-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.7 KB	4.0 KB	10/08/2016	10/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-012348-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.8 KB	4.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-013550-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	2.1 KB	4.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-014916-4-ASUS-GL522VW-E-FAT32 -- ACER-O.user-oper.log	E:\_gsdata_\	2,164.0 KB	2,164.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-015806-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.user-oper.log	E:\_gsdata_\	4,143.0 KB	4,144.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-015944-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	238.6 KB	240.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-020307-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.user-oper.log	E:\_gsdata_\	40.8 KB	44.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-040457-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.7 KB	4.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-060532-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.0 KB	4.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-080602-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	2.3 KB	4.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-121532-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.7 KB	4.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-140011-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	300.5 KB	304.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-141617-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.7 KB	4.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-181653-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	223.8 KB	224.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0811-221741-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.8 KB	4.0 KB	11/08/2016	11/08/2016	.log (Notepad++ Document)	Everyone
2016-0812-021628-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	439.3 KB	440.0 KB	12/08/2016	12/08/2016	.log (Notepad++ Document)	Everyone
2016-0812-021824-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	218.6 KB	220.0 KB	12/08/2016	12/08/2016	.log (Notepad++ Document)	Everyone
2016-0812-041859-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.7 KB	4.0 KB	12/08/2016	12/08/2016	.log (Notepad++ Document)	Everyone
2016-0812-062005-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.7 KB	4.0 KB	12/08/2016	12/08/2016	.log (Notepad++ Document)	Everyone
2016-0812-082046-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	2,416.0 KB	2,420.0 KB	12/08/2016	12/08/2016	.log (Notepad++ Document)	Everyone
2016-0812-123120-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	483.0 KB	484.0 KB	12/08/2016	12/08/2016	.log (Notepad++ Document)	Everyone
2016-0813-084542-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.9 KB	4.0 KB	13/08/2016	13/08/2016	.log (Notepad++ Document)	Everyone
2016-0813-091603-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	2,745.7 KB	2,748.0 KB	13/08/2016	13/08/2016	.log (Notepad++ Document)	Everyone
2016-0813-104719-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.7 KB	4.0 KB	13/08/2016	13/08/2016	.log (Notepad++ Document)	Everyone
2016-0813-131845-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.7 KB	4.0 KB	13/08/2016	13/08/2016	.log (Notepad++ Document)	Everyone
2016-0813-151925-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.9 KB	4.0 KB	13/08/2016	13/08/2016	.log (Notepad++ Document)	Everyone
2016-0813-192052-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.7 KB	4.0 KB	13/08/2016	13/08/2016	.log (Notepad++ Document)	Everyone
2016-0813-214648-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	1.0 KB	4.0 KB	13/08/2016	13/08/2016	.log (Notepad++ Document)	Everyone
2016-0814-051831-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.7 KB	4.0 KB	14/08/2016	14/08/2016	.log (Notepad++ Document)	Everyone
2016-0814-101744-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	0.8 KB	4.0 KB	14/08/2016	14/08/2016	.log (Notepad++ Document)	Everyone
2016-0814-132129-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.7 KB	4.0 KB	14/08/2016	14/08/2016	.log (Notepad++ Document)	Everyone
2016-0814-152228-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.4 KB	4.0 KB	14/08/2016	14/08/2016	.log (Notepad++ Document)	Everyone
2016-0814-172324-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.1 KB	4.0 KB	14/08/2016	14/08/2016	.log (Notepad++ Document)	Everyone
2016-0814-212458-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.7 KB	4.0 KB	14/08/2016	14/08/2016	.log (Notepad++ Document)	Everyone
2016-0814-225322-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	1.8 KB	4.0 KB	14/08/2016	14/08/2016	.log (Notepad++ Document)	Everyone
2016-0814-232602-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.0 KB	4.0 KB	14/08/2016	14/08/2016	.log (Notepad++ Document)	Everyone
2016-0815-032735-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.0 KB	4.0 KB	15/08/2016	15/08/2016	.log (Notepad++ Document)	Everyone
2016-0815-072902-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	3.9 KB	4.0 KB	15/08/2016	15/08/2016	.log (Notepad++ Document)	Everyone
2016-0815-092957-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	6.4 KB	8.0 KB	15/08/2016	15/08/2016	.log (Notepad++ Document)	Everyone
2016-0815-113922-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	7.7 KB	8.0 KB	15/08/2016	15/08/2016	.log (Notepad++ Document)	Everyone
2016-0815-132529-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	2,323.7 KB	2,324.0 KB	15/08/2016	15/08/2016	.log (Notepad++ Document)	Everyone
2016-0815-134258-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.user-oper.log	E:\_gsdata_\	3,903.1 KB	3,904.0 KB	15/08/2016	15/08/2016	.log (Notepad++ Document)	Everyone
2016-0815-153341-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	46.2 KB	48.0 KB	15/08/2016	15/08/2016	.log (Notepad++ Document)	Everyone
2016-0815-162634-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	2.4 KB	4.0 KB	15/08/2016	15/08/2016	.log (Notepad++ Document)	Everyone
2016-0815-182920-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.3 KB	4.0 KB	15/08/2016	15/08/2016	.log (Notepad++ Document)	Everyone
2016-0815-203137-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	15/08/2016	15/08/2016	.log (Notepad++ Document)	Everyone
2016-0815-223320-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	15/08/2016	15/08/2016	.log (Notepad++ Document)	Everyone
2016-0815-231625-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.4 KB	4.0 KB	15/08/2016	15/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-001117-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	1,194.7 KB	1,196.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-003455-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-011730-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.2 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-023700-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-031831-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.1 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-043914-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-051934-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	2.3 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-064054-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	2.2 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-072039-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	3.0 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-084235-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-092146-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.1 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-104409-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-112311-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.1 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-124544-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-132418-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.1 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-144724-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-152522-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.1 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-164850-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-172621-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.1 KB	4.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-181036-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	9.6 KB	12.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0816-185107-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	8.8 KB	12.0 KB	16/08/2016	16/08/2016	.log (Notepad++ Document)	Everyone
2016-0817-143507-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1,572.0 KB	1,576.0 KB	17/08/2016	17/08/2016	.log (Notepad++ Document)	Everyone
2016-0817-164013-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	17/08/2016	17/08/2016	.log (Notepad++ Document)	Everyone
2016-0817-184253-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.1 KB	4.0 KB	17/08/2016	17/08/2016	.log (Notepad++ Document)	Everyone
2016-0817-204431-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.1 KB	4.0 KB	17/08/2016	17/08/2016	.log (Notepad++ Document)	Everyone
2016-0817-223220-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	11.3 KB	12.0 KB	17/08/2016	17/08/2016	.log (Notepad++ Document)	Everyone
2016-0817-224644-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	17/08/2016	17/08/2016	.log (Notepad++ Document)	Everyone
2016-0818-004840-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	18/08/2016	18/08/2016	.log (Notepad++ Document)	Everyone
2016-0818-024633-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	180.9 KB	184.0 KB	18/08/2016	18/08/2016	.log (Notepad++ Document)	Everyone
2016-0818-025023-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.1 KB	4.0 KB	18/08/2016	18/08/2016	.log (Notepad++ Document)	Everyone
2016-0818-040545-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	3,194.8 KB	3,196.0 KB	18/08/2016	18/08/2016	.log (Notepad++ Document)	Everyone
2016-0818-103433-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	23.2 KB	24.0 KB	18/08/2016	18/08/2016	.log (Notepad++ Document)	Everyone
2016-0818-223936-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	1.1 KB	4.0 KB	18/08/2016	18/08/2016	.log (Notepad++ Document)	Everyone
2016-0819-013826-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	2.3 KB	4.0 KB	19/08/2016	19/08/2016	.log (Notepad++ Document)	Everyone
2016-0819-022846-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	22.7 KB	24.0 KB	19/08/2016	19/08/2016	.log (Notepad++ Document)	Everyone
2016-0819-061723-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	3.8 KB	4.0 KB	19/08/2016	19/08/2016	.log (Notepad++ Document)	Everyone
2016-0819-093307-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.9 KB	4.0 KB	19/08/2016	19/08/2016	.log (Notepad++ Document)	Everyone
2016-0819-143815-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	348.5 KB	352.0 KB	19/08/2016	19/08/2016	.log (Notepad++ Document)	Everyone
2016-0819-151527-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	3.8 KB	4.0 KB	19/08/2016	19/08/2016	.log (Notepad++ Document)	Everyone
2016-0819-211031-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.8 KB	4.0 KB	19/08/2016	19/08/2016	.log (Notepad++ Document)	Everyone
2016-0820-030450-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.0 KB	4.0 KB	20/08/2016	20/08/2016	.log (Notepad++ Document)	Everyone
2016-0820-042244-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	2.2 KB	4.0 KB	20/08/2016	20/08/2016	.log (Notepad++ Document)	Everyone
2016-0820-180632-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	0.7 KB	4.0 KB	20/08/2016	20/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-075457-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.5 KB	4.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-081406-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E BAKUP.log	E:\_gsdata_\	2.1 KB	4.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-084453-4-ASUS-GL522VW-E-FAT32 - ASUS-E - D#E BAKUP.log	E:\_gsdata_\	1.7 KB	4.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-095748-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	30.3 KB	32.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-115926-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	40.0 KB	40.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-140117-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.0 KB	4.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-160315-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	9.4 KB	12.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-180852-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	115.3 KB	116.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-194215-4-ASUS-GL522VW-E-FAT32 - ASUS-E - D#E BAKUP.log	E:\_gsdata_\	4,085.8 KB	4,088.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-195735-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	3,049.3 KB	3,052.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-201053-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	246.0 KB	248.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-203000-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	7.9 KB	8.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
2016-0821-203803-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.4 KB	4.0 KB	21/08/2016	21/08/2016	.log (Notepad++ Document)	Everyone
_cleanup.gss	E:\01 SendTo\#_4-ASUS-GL522VW\_gsdata_\	0.0 KB	0.0 KB	16/06/2016	12/08/2016	.gss (GSS File)	Everyone
_file_state_v4._gs	E:\01 SendTo\#_4-ASUS-GL522VW\_gsdata_\	4.5 KB	8.0 KB	21/08/2016	21/08/2016	._gs (_GS File)	Everyone
_insync_v4.gsl	E:\01 SendTo\#_4-ASUS-GL522VW\_gsdata_\	0.1 KB	4.0 KB	21/08/2016	21/08/2016	.gsl (GSL File)	Everyone
_recycled_db._gs	E:\01 SendTo\#_4-ASUS-GL522VW\_gsdata_\	0.0 KB	4.0 KB	16/06/2016	12/08/2016	._gs (_GS File)	Everyone
2016-0514-145855-4-ASUS-GL522VW-MOVE GL522VW SEND-TO.log	E:\01 SendTo\#_4-ASUS-GL522VW\_gsdata_\	13.9 KB	16.0 KB	14/05/2016	12/08/2016	.log (Notepad++ Document)	Everyone
2016-0514-151147-4-ASUS-GL522VW-MOVE GL522VW SEND-TO.user-oper.log	E:\01 SendTo\#_4-ASUS-GL522VW\_gsdata_\	26.8 KB	28.0 KB	14/05/2016	12/08/2016	.log (Notepad++ Document)	Everyone
2016-0516-034807-4-ASUS-GL522VW-MOVE WIN 10 SEND-TO.log	E:\01 SendTo\#_4-ASUS-GL522VW\_gsdata_\	7.8 KB	8.0 KB	16/05/2016	12/08/2016	.log (Notepad++ Document)	Everyone
2016-0516-035147-4-ASUS-GL522VW-MOVE WIN 10 SEND-TO.log	E:\01 SendTo\#_4-ASUS-GL522VW\_gsdata_\	1.4 KB	4.0 KB	16/05/2016	12/08/2016	.log (Notepad++ Document)	Everyone
2016-0516-060232-4-ASUS-GL522VW-MOVE WIN 10 SEND-TO.log	E:\01 SendTo\#_4-ASUS-GL522VW\_gsdata_\	1.5 KB	4.0 KB	16/05/2016	12/08/2016	.log (Notepad++ Document)	Everyone
