
Treesize _GSDATA_ ALL DRIVE & NETWORK

Name	Containing Path	Size	Allocated	Last Modified	Last Accessed	Type	Owner
2016-0521-002811-5-ASUS-P2520L-C -- ASUS-P25  ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.1 KB	4.0 KB	21/05/2016	21/05/2016	.log (Notepad++ Document)	MATT 01
2016-0521-130930-5-ASUS-P2520L-C -- ASUS-P25  ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	3.0 KB	4.0 KB	21/05/2016	21/05/2016	.log (Notepad++ Document)	MATT 01
2016-0523-072047-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.user-oper.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	2.0 KB	4.0 KB	23/05/2016	23/05/2016	.log (Notepad++ Document)	MATT 01
2016-0523-081222-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.8 KB	4.0 KB	23/05/2016	23/05/2016	.log (Notepad++ Document)	MATT 01
2016-0523-083042-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	10.1 KB	12.0 KB	23/05/2016	23/05/2016	.log (Notepad++ Document)	MATT 01
2016-0525-222506-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	25/05/2016	25/05/2016	.log (Notepad++ Document)	MATT 01
2016-0525-222951-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	12.4 KB	16.0 KB	25/05/2016	25/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-010723-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.9 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-023413-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-025030-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-033800-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-043900-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-045347-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-054224-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-064326-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-065746-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-075829-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-090121-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-090357-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-101740-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-110511-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-111910-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-123137-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-133257-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.3 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-154330-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-154921-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-164444-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-180519-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-181038-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.3 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-191201-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-202004-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-202513-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-213051-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-222749-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0527-223452-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.3 KB	4.0 KB	27/05/2016	27/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-072658-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.4 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-074444-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.5 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-083827-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-093943-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-094757-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-104507-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-114703-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.3 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-115233-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-124839-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-134950-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-135601-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-150430-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	2.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-160449-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.6 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-161526-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-171627-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.3 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-181101-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-182241-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-192549-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-204044-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-213124-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-224629-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-230319-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0529-234850-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	29/05/2016	29/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-005225-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-014441-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-021113-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.1 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-033706-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-034849-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.3 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-043829-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-055653-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-060218-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-065822-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-081758-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-085956-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-100108-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0530-102140-5-ASUS-P2520L-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.0 KB	4.0 KB	30/05/2016	30/05/2016	.log (Notepad++ Document)	MATT 01
2016-0531-112742-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	3.2 KB	4.0 KB	31/05/2016	31/05/2016	.log (Notepad++ Document)	MATT 01
2016-0531-220410-5-ASUS-P2520L-C -- ASUS-P  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1.3 KB	4.0 KB	31/05/2016	31/05/2016	.log (Notepad++ Document)	MATT 01
2016-0610-035128-5-ASUS-P2520LA-C -- ASUS-G  ASUS-E.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	2.3 KB	4.0 KB	10/06/2016	10/06/2016	.log (Notepad++ Document)	MATT 01
2016-0716-210003-4-ASUS-GL522VW-C - ASUS-G  ASUS-E - G-E (1).log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	1,419.8 KB	1,420.0 KB	16/07/2016	16/07/2016	.log (Notepad++ Document)	MATT 01
2016-0717-175318-4-ASUS-GL522VW-C - ASUS-G  ASUS-E - G-E.user-oper.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\	200.2 KB	204.0 KB	17/07/2016	17/07/2016	.log (Notepad++ Document)	MATT 01
2016-0118-110454-ASUS-EEE-RoboForm Online.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\_mirrors_\C-RoboForm Data\	6.2 KB	8.0 KB	18/01/2016	18/01/2016	.log (Notepad++ Document)	Administrators
2016-0118-110454-ASUS-EEE-RoboForm Online.log	\\1-ASUS-EEE\ASUS-EEE C\_gsdata_\_mirrors_\https-online.roboform.com-users-MATT_L_HOTEL\	6.2 KB	8.0 KB	18/01/2016	18/01/2016	.log (Notepad++ Document)	Administrators
_cleanup.gss	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	0.0 KB	0.0 KB	07/02/2016	31/10/2015	.gss (GSS File)	Administrators
_file_state_v4._gs	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	310.6 KB	312.0 KB	17/07/2016	31/10/2015	._gs (_GS File)	Administrators
_insync_v4.gsl	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	0.1 KB	4.0 KB	17/07/2016	17/07/2016	.gsl (GSL File)	MATT 01
_recycled_db._gs	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	0.1 KB	4.0 KB	07/02/2016	31/10/2015	._gs (_GS File)	Administrators
2015-1021-134721-ASUS-BIGGER-Not a Install Required C - C ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	0.9 KB	4.0 KB	21/10/2015	04/11/2015	.log (Notepad++ Document)	Administrators
2015-1021-140002-ASUS-BIGGER-Not a Install Required C - C ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	18.3 KB	20.0 KB	21/10/2015	04/11/2015	.log (Notepad++ Document)	Administrators
2015-1022-192223-ASUS-BIGGER-Not a Install Required C - C ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	0.5 KB	4.0 KB	22/10/2015	04/11/2015	.log (Notepad++ Document)	Administrators
2015-1023-151116-ASUS-BIGGER-Not a Install Required C - C ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	0.4 KB	4.0 KB	23/10/2015	04/11/2015	.log (Notepad++ Document)	Administrators
2015-1023-161149-ASUS-BIGGER-Not a Install Required C - C ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	13.0 KB	16.0 KB	23/10/2015	04/11/2015	.log (Notepad++ Document)	Administrators
2015-1025-131022-ASUS-BIGGER-Not a Install Required C - C ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	0.7 KB	4.0 KB	25/10/2015	04/11/2015	.log (Notepad++ Document)	Administrators
2015-1026-154039-ASUS-BIGGER-Not a Install Required C - C ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	0.5 KB	4.0 KB	26/10/2015	04/11/2015	.log (Notepad++ Document)	Administrators
2015-1026-171532-ASUS-BIGGER-Not a Install Required C - C ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	0.6 KB	4.0 KB	26/10/2015	04/11/2015	.log (Notepad++ Document)	Administrators
2015-1027-015949-ASUS-BIGGER-Not a Install Required C - C ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	0.3 KB	4.0 KB	27/10/2015	04/11/2015	.log (Notepad++ Document)	Administrators
2015-1029-215311-ASUS-BIGGER-Not a Install Required C - C ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	42.5 KB	44.0 KB	29/10/2015	04/11/2015	.log (Notepad++ Document)	Administrators
2015-1031-115912-ASUS-BIGGER-Not a Install Required C - C ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	0.3 KB	4.0 KB	31/10/2015	04/11/2015	.log (Notepad++ Document)	Administrators
2015-1107-064820-ASUS-BIGGER-Not a Install Required C - C ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	1.0 KB	4.0 KB	07/11/2015	07/11/2015	.log (Notepad++ Document)	Administrators
2016-0207-144531-2-ASUS-X5DIJ-Not a Install Required C - ASUS EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\# NO INSTALL REQUIRED\_gsdata_\	40.1 KB	44.0 KB	07/02/2016	07/02/2016	.log (Notepad++ Document)	Administrators
_cleanup.gss	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.0 KB	0.0 KB	26/06/2016	07/02/2016	.gss (GSS File)	Administrators
_file_state_v4._gs	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	361.0 KB	364.0 KB	17/07/2016	07/02/2016	._gs (_GS File)	Administrators
_insync_v4.gsl	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.1 KB	4.0 KB	17/07/2016	17/07/2016	.gsl (GSL File)	MATT 01
_recycled_db._gs	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.1 KB	4.0 KB	26/06/2016	07/02/2016	._gs (_GS File)	Administrators
2016-0207-203541-2-ASUS-X5DIJ-Not a Install Required C - ASUS-EEE.user-oper.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	419.7 KB	420.0 KB	07/02/2016	07/02/2016	.log (Notepad++ Document)	Administrators
2016-0207-210219-2-ASUS-X5DIJ-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.9 KB	4.0 KB	07/02/2016	07/02/2016	.log (Notepad++ Document)	Administrators
2016-0207-214932-2-ASUS-X5DIJ-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	14.9 KB	16.0 KB	07/02/2016	07/02/2016	.log (Notepad++ Document)	Administrators
2016-0211-185724-2-ASUS-X5DIJ-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.6 KB	4.0 KB	11/02/2016	11/02/2016	.log (Notepad++ Document)	Administrators
2016-0402-140409-2-ASUS-X5DIJ-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	44.9 KB	48.0 KB	02/04/2016	02/04/2016	.log (Notepad++ Document)	Administrators
2016-0404-031528-2-ASUS-X5DIJ-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.9 KB	4.0 KB	04/04/2016	04/04/2016	.log (Notepad++ Document)	Administrators
2016-0404-162939-2-ASUS-X5DIJ-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.6 KB	4.0 KB	04/04/2016	04/04/2016	.log (Notepad++ Document)	Administrators
2016-0410-032917-4-ASUS-GL522VW-Install & Programs C - ASUS-EEE.user-oper.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	46.2 KB	48.0 KB	10/04/2016	10/04/2016	.log (Notepad++ Document)	Administrators
2016-0410-045731-2-ASUS-X5DIJ-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	5.7 KB	8.0 KB	10/04/2016	10/04/2016	.log (Notepad++ Document)	Administrators
2016-0410-082203-4-ASUS-GL522VW-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.9 KB	4.0 KB	10/04/2016	10/04/2016	.log (Notepad++ Document)	Administrators
2016-0413-003301-4-ASUS-GL522VW-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.9 KB	4.0 KB	13/04/2016	13/04/2016	.log (Notepad++ Document)	Administrators
2016-0413-233136-4-ASUS-GL522VW-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.9 KB	4.0 KB	13/04/2016	13/04/2016	.log (Notepad++ Document)	Administrators
2016-0414-203049-4-ASUS-GL522VW-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.9 KB	4.0 KB	14/04/2016	14/04/2016	.log (Notepad++ Document)	Administrators
2016-0423-090512-4-ASUS-GL522VW-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	2.2 KB	4.0 KB	23/04/2016	23/04/2016	.log (Notepad++ Document)	Administrators
2016-0424-022704-4-ASUS-GL522VW-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	2.0 KB	4.0 KB	24/04/2016	24/04/2016	.log (Notepad++ Document)	Administrators
2016-0424-065936-4-ASUS-GL522VW-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.9 KB	4.0 KB	24/04/2016	24/04/2016	.log (Notepad++ Document)	Administrators
2016-0425-075259-4-ASUS-GL522VW-Install & Programs C - ASUS-EEE.log	\\1-ASUS-EEE\ASUS-EEE C\Program Files\_gsdata_\	0.9 KB	4.0 KB	25/04/2016	25/04/2016	.log (Notepad++ Document)	Administrators
